person1_word_idx,person2_word_idx,sentence,tokens,person1_right_tokens,person2_right_tokens,between_tokens,Label
"(1, 2)","(30, 32)","If Tennessee Williams were alive and writing today, he might come up with a character like Miss Tracy, who isn’t but should be the title character in Matthew Lopez’s new play, “","['If', 'Tennessee', 'Williams', 'were', 'alive', 'and', 'writing', 'today', ',', 'he', 'might', 'come', 'up', 'with', 'a', 'character', 'like', 'Miss', 'Tracy', ',', 'who', 'is', 'n’t', 'but', 'should', 'be', 'the', 'title', 'character', 'in', 'Matthew', 'Lopez', '’s', 'new', 'play', ',', '“']","['were', 'alive', 'and', 'writing']","['new', 'play', ',', '“']","['were', 'alive', 'and', 'writing', 'today', ',', 'he', 'might', 'come', 'up', 'with', 'a', 'character', 'like', 'Miss', 'Tracy', ',', 'who', 'is', 'n’t', 'but', 'should', 'be', 'the', 'title', 'character', 'in']",0
"(0, 0)","(29, 30)","Dong, heavily influenced by Needham's academic heritage, told Xinhua: ""I decided to study the history of science and technology after reading the book about Joseph Needham.","['Dong', ',', 'heavily', 'influenced', 'by', 'Needham', 's', 'academic', 'heritage', ',', 'told', 'Xinhua', ':', '""', 'I', 'decided', 'to', 'study', 'the', 'history', 'of', 'science', 'and', 'technology', 'after', 'reading', 'the', 'book', 'about', 'Joseph', 'Needham', '.']","[',', 'heavily', 'influenced', 'by']",['.'],"[',', 'heavily', 'influenced', 'by', 'Needham', 's', 'academic', 'heritage', ',', 'told', 'Xinhua', ':', '""', 'I', 'decided', 'to', 'study', 'the', 'history', 'of', 'science', 'and', 'technology', 'after', 'reading', 'the', 'book', 'about']",0
"(7, 9)","(16, 17)","Los Angeles, Sep 7 : Actor Neil Patrick Harris posted a tribute to his husband David Burtka on their first wedding anniversary on Instagram.   ","['Los', 'Angeles', ',', 'Sep', '7', ':', 'Actor', 'Neil', 'Patrick', 'Harris', 'posted', 'a', 'tribute', 'to', 'his', 'husband', 'David', 'Burtka', 'on', 'their', 'first', 'wedding', 'anniversary', 'on', 'Instagram', '.', '']","['posted', 'a', 'tribute', 'to']","['on', 'their', 'first', 'wedding']","['posted', 'a', 'tribute', 'to', 'his', 'husband']",1
"(1, 1)","(65, 65)",Ms Bishop has been photographed with partner David Panton at the UN They were at the General Assembly in New York Labor has accused her of using her position inappropriately Her office has denied any abuse of her role    The Opposition has accused Foreign Minister Julie Bishop of using her position inappropriately after she took her boyfriend to a UN General Assembly meeting.     ,"['Ms', 'Bishop', 'has', 'been', 'photographed', 'with', 'partner', 'David', 'Panton', 'at', 'the', 'UN', 'They', 'were', 'at', 'the', 'General', 'Assembly', 'in', 'New', 'York', 'Labor', 'has', 'accused', 'her', 'of', 'using', 'her', 'position', 'inappropriately', 'Her', 'office', 'has', 'denied', 'any', 'abuse', 'of', 'her', 'role', '', 'The', 'Opposition', 'has', 'accused', 'Foreign', 'Minister', 'Julie', 'Bishop', 'of', 'using', 'her', 'position', 'inappropriately', 'after', 'she', 'took', 'her', 'boyfriend', 'to', 'a', 'UN', 'General', 'Assembly', 'meeting', '.', '']","['has', 'been', 'photographed', 'with']",[],"['has', 'been', 'photographed', 'with', 'partner', 'David', 'Panton', 'at', 'the', 'UN', 'They', 'were', 'at', 'the', 'General', 'Assembly', 'in', 'New', 'York', 'Labor', 'has', 'accused', 'her', 'of', 'using', 'her', 'position', 'inappropriately', 'Her', 'office', 'has', 'denied', 'any', 'abuse', 'of', 'her', 'role', '', 'The', 'Opposition', 'has', 'accused', 'Foreign', 'Minister', 'Julie', 'Bishop', 'of', 'using', 'her', 'position', 'inappropriately', 'after', 'she', 'took', 'her', 'boyfriend', 'to', 'a', 'UN', 'General', 'Assembly', 'meeting', '.']",0
"(0, 1)","(34, 34)","Naomi Watts showed her playful side on Thursday as she donned a flirty beige ruffle dress for the premiere of her new movie Demolition at the Toronto Film Festival   The backless design which Naomi cinched around the waist with a studded gold belt, featured sheer paneling on the the knee to reveal a slight bit of skin.    ","['Naomi', 'Watts', 'showed', 'her', 'playful', 'side', 'on', 'Thursday', 'as', 'she', 'donned', 'a', 'flirty', 'beige', 'ruffle', 'dress', 'for', 'the', 'premiere', 'of', 'her', 'new', 'movie', 'Demolition', 'at', 'the', 'Toronto', 'Film', 'Festival', '', 'The', 'backless', 'design', 'which', 'Naomi', 'cinched', 'around', 'the', 'waist', 'with', 'a', 'studded', 'gold', 'belt', ',', 'featured', 'sheer', 'paneling', 'on', 'the', 'the', 'knee', 'to', 'reveal', 'a', 'slight', 'bit', 'of', 'skin', '.', '']","['showed', 'her', 'playful', 'side']","['cinched', 'around', 'the', 'waist']","['showed', 'her', 'playful', 'side', 'on', 'Thursday', 'as', 'she', 'donned', 'a', 'flirty', 'beige', 'ruffle', 'dress', 'for', 'the', 'premiere', 'of', 'her', 'new', 'movie', 'Demolition', 'at', 'the', 'Toronto', 'Film', 'Festival', '', 'The', 'backless', 'design', 'which']",0
"(0, 0)","(5, 5)","Dong, heavily influenced by Needham's academic heritage, told Xinhua: ""I decided to study the history of science and technology after reading the book about Joseph Needham.","['Dong', ',', 'heavily', 'influenced', 'by', 'Needham', 's', 'academic', 'heritage', ',', 'told', 'Xinhua', ':', '""', 'I', 'decided', 'to', 'study', 'the', 'history', 'of', 'science', 'and', 'technology', 'after', 'reading', 'the', 'book', 'about', 'Joseph', 'Needham', '.']","[',', 'heavily', 'influenced', 'by']","['s', 'academic', 'heritage', ',']","[',', 'heavily', 'influenced', 'by']",0
"(37, 37)","(39, 39)","The insider even claimed that the nanny was often present on the set of The Voice Even more she went on vacations with Gwen and her family     But those days are over The source dished that Gwen instructed Rossdale to never allow their kids—Kingston 9 Zuma 7 and Apollo 1—near the nanny again     The source explained they “aren’t allowed to be around their ex-nanny It would be just so confusing for them”
","['The', 'insider', 'even', 'claimed', 'that', 'the', 'nanny', 'was', 'often', 'present', 'on', 'the', 'set', 'of', 'The', 'Voice', 'Even', 'more', 'she', 'went', 'on', 'vacations', 'with', 'Gwen', 'and', 'her', 'family', '', 'But', 'those', 'days', 'are', 'over', 'The', 'source', 'dished', 'that', 'Gwen', 'instructed', 'Rossdale', 'to', 'never', 'allow', 'their', 'kids', '—', 'Kingston', '9', 'Zuma', '7', 'and', 'Apollo', '1—near', 'the', 'nanny', 'again', '', 'The', 'source', 'explained', 'they', '“', 'are', 'n’t', 'allowed', 'to', 'be', 'around', 'their', 'ex', '-', 'nanny', 'It', 'would', 'be', 'just', 'so', 'confusing', 'for', 'them', '”', '']","['instructed', 'Rossdale', 'to', 'never']","['to', 'never', 'allow', 'their']",['instructed'],0
"(24, 25)","(47, 48)","…   By Press Trust of India on September 6, 2015 at 1:25 PM Email   Comments   Lahore, Sep 6: Sonia Gandhi married Rajiv because he was a “handsome young man”, according to an account by former Pakistan foreign minister Khurshid Kasuri who cites a light- hearted quip made by the Congress President.","['…', '', 'By', 'Press', 'Trust', 'of', 'India', 'on', 'September', '6', ',', '2015', 'at', '1:25', 'PM', 'Email', '', 'Comments', '', 'Lahore', ',', 'Sep', '6', ':', 'Sonia', 'Gandhi', 'married', 'Rajiv', 'because', 'he', 'was', 'a', '“', 'handsome', 'young', 'man', '”', ',', 'according', 'to', 'an', 'account', 'by', 'former', 'Pakistan', 'foreign', 'minister', 'Khurshid', 'Kasuri', 'who', 'cites', 'a', 'light-', 'hearted', 'quip', 'made', 'by', 'the', 'Congress', 'President', '.']","['married', 'Rajiv', 'because', 'he']","['who', 'cites', 'a', 'light-']","['married', 'Rajiv', 'because', 'he', 'was', 'a', '“', 'handsome', 'young', 'man', '”', ',', 'according', 'to', 'an', 'account', 'by', 'former', 'Pakistan', 'foreign', 'minister']",0
"(4, 5)","(12, 12)","This year's mayor Dieter Reiter did the honours in the traditional Schottenhamel tent, concluding the ceremony with the magic words: 'O'zapft is!', translated as 'It's tapped!', and handed the first mug to the Bavarian Prime Minister, Horst Seehofer.    ","['This', 'year', 's', 'mayor', 'Dieter', 'Reiter', 'did', 'the', 'honours', 'in', 'the', 'traditional', 'Schottenhamel', 'tent', ',', 'concluding', 'the', 'ceremony', 'with', 'the', 'magic', 'words', ':', '', ""O'zapft"", 'is', '!', '', ',', 'translated', 'as', '', 'It', 's', 'tapped', '!', '', ',', 'and', 'handed', 'the', 'first', 'mug', 'to', 'the', 'Bavarian', 'Prime', 'Minister', ',', 'Horst', 'Seehofer', '.', '']","['did', 'the', 'honours', 'in']","['tent', ',', 'concluding', 'the']","['did', 'the', 'honours', 'in', 'the', 'traditional']",0
"(0, 1)","(55, 56)","Ivana Trump, 66, posed for photographs with her children at golf fundraiser The former wife of Donald Trump helped raise funds for children's hospital Her son Eric's event is one of the country's largest private golf fundraisers   While her campaigning former husband yesterday held a disastrous Twitter Q&A, Ivana Trump was busy drawing crowds at her son's charity event in New York.   ","['Ivana', 'Trump', ',', '66', ',', 'posed', 'for', 'photographs', 'with', 'her', 'children', 'at', 'golf', 'fundraiser', 'The', 'former', 'wife', 'of', 'Donald', 'Trump', 'helped', 'raise', 'funds', 'for', 'children', 's', 'hospital', 'Her', 'son', 'Eric', 's', 'event', 'is', 'one', 'of', 'the', 'country', 's', 'largest', 'private', 'golf', 'fundraisers', '', 'While', 'her', 'campaigning', 'former', 'husband', 'yesterday', 'held', 'a', 'disastrous', 'Twitter', 'Q&A', ',', 'Ivana', 'Trump', 'was', 'busy', 'drawing', 'crowds', 'at', 'her', 'son', 's', 'charity', 'event', 'in', 'New', 'York', '.', '']","[',', '66', ',', 'posed']","['was', 'busy', 'drawing', 'crowds']","[',', '66', ',', 'posed', 'for', 'photographs', 'with', 'her', 'children', 'at', 'golf', 'fundraiser', 'The', 'former', 'wife', 'of', 'Donald', 'Trump', 'helped', 'raise', 'funds', 'for', 'children', 's', 'hospital', 'Her', 'son', 'Eric', 's', 'event', 'is', 'one', 'of', 'the', 'country', 's', 'largest', 'private', 'golf', 'fundraisers', '', 'While', 'her', 'campaigning', 'former', 'husband', 'yesterday', 'held', 'a', 'disastrous', 'Twitter', 'Q&A', ',']",0
"(0, 0)","(6, 7)","Alt-country singer-songwriter Chuck Prophet, formerly of Green on Reed, plays Club Cafe, South Side, at 7 p.m.","['Alt', '-', 'country', 'singer', '-', 'songwriter', 'Chuck', 'Prophet', ',', 'formerly', 'of', 'Green', 'on', 'Reed', ',', 'plays', 'Club', 'Cafe', ',', 'South', 'Side', ',', 'at', '7', 'p.m.']","['-', 'country', 'singer', '-']","[',', 'formerly', 'of', 'Green']","['-', 'country', 'singer', '-', 'songwriter']",0
"(13, 13)","(18, 18)","She was talking about Star, a black-and-white sheepdog Lynda bought for her son Michael.","['She', 'was', 'talking', 'about', 'Star', ',', 'a', 'black', '-', 'and', '-', 'white', 'sheepdog', 'Lynda', 'bought', 'for', 'her', 'son', 'Michael', '.']","['bought', 'for', 'her', 'son']",['.'],"['bought', 'for', 'her', 'son']",0
"(9, 10)","(23, 23)","The bodies of homeowners Brian, 45, and Karen Short, 48, and their three children - Cole, 17, Madison, 15, and Brooklyn, 14 - were reportedly discovered in their Lake Minnetonka, Minnesota, home on Thursday.   ","['The', 'bodies', 'of', 'homeowners', 'Brian', ',', '45', ',', 'and', 'Karen', 'Short', ',', '48', ',', 'and', 'their', 'three', 'children', '-', 'Cole', ',', '17', ',', 'Madison', ',', '15', ',', 'and', 'Brooklyn', ',', '14', '-', 'were', 'reportedly', 'discovered', 'in', 'their', '', 'Lake', 'Minnetonka', ',', 'Minnesota', ',', 'home', 'on', 'Thursday', '.', '']","[',', '48', ',', 'and']","[',', '15', ',', 'and']","[',', '48', ',', 'and', 'their', 'three', 'children', '-', 'Cole', ',', '17', ',']",0
"(4, 4)","(7, 7)","The 40-year-old Kate with husband Jon in 2009; that same year they divorced after 10 years of marriage   On Labor Day weekend the businessman got 'cold feet about filming Gosselin's reality show,' ET reported.   '","['The', '40-year', '-', 'old', 'Kate', 'with', 'husband', 'Jon', 'in', '2009', ';', 'that', 'same', 'year', 'they', 'divorced', 'after', '10', 'years', 'of', 'marriage', '', 'On', 'Labor', 'Day', 'weekend', 'the', 'businessman', 'got', '', 'cold', 'feet', 'about', 'filming', 'Gosselin', 's', 'reality', 'show', ',', '', 'ET', 'reported', '.', '', '']","['with', 'husband', 'Jon', 'in']","['in', '2009', ';', 'that']","['with', 'husband']",1
"(0, 1)","(19, 20)","Tess Daly and Vernon Kay are members of the Beaumont Film Partnership DJ Dermot O'Leary and former pop star Rachel Stevens are also members Complex scheme allows investors to defer income tax bills over 15 years Similar partnerships have been successfully challenged in the courts    Strictly Come Dancing presenter Tess Daly and her TV star husband Vernon Kay are at the centre of a suspected ‘tax avoidance’ probe, with a multi-million-pound investment scheme","['Tess', 'Daly', 'and', 'Vernon', 'Kay', 'are', 'members', 'of', 'the', 'Beaumont', 'Film', 'Partnership', 'DJ', 'Dermot', ""O'Leary"", 'and', 'former', 'pop', 'star', 'Rachel', 'Stevens', 'are', 'also', 'members', 'Complex', 'scheme', 'allows', 'investors', 'to', 'defer', 'income', 'tax', 'bills', 'over', '15', 'years', 'Similar', 'partnerships', 'have', 'been', 'successfully', 'challenged', 'in', 'the', 'courts', '', 'Strictly', 'Come', 'Dancing', 'presenter', 'Tess', 'Daly', 'and', 'her', 'TV', 'star', 'husband', 'Vernon', 'Kay', 'are', 'at', 'the', 'centre', 'of', 'a', 'suspected', '‘', 'tax', 'avoidance’', 'probe', ',', 'with', 'a', 'multi', '-', 'million', '-', 'pound', 'investment', 'scheme']","['and', 'Vernon', 'Kay', 'are']","['are', 'also', 'members', 'Complex']","['and', 'Vernon', 'Kay', 'are', 'members', 'of', 'the', 'Beaumont', 'Film', 'Partnership', 'DJ', 'Dermot', ""O'Leary"", 'and', 'former', 'pop', 'star']",0
"(74, 75)","(79, 80)","As well as beer, the tents offer traditional German bands, dancing, and local cuisine from various regions, ranging from cured meats and cheeses to the famous Bratwurst sausage      And despite the name Oktoberfest, the majority of it takes place in September, with the festival finishing on Oktober 7, as it was decided it should be moved to take advantage of better weather      avarian state governor Horst Seehofer and his wife Karin Seehofer participate in the Parade      Young girls in traditional Bavarian attire join the 'Trachten- und Schuetzenzug' march towards the venue    For the first time this year, every single one of the thirty plus litre steins on offer will cost more than 10 euros (£7.30) at the Munich festival.   ","['As', 'well', 'as', 'beer', ',', 'the', 'tents', 'offer', 'traditional', 'German', 'bands', ',', 'dancing', ',', 'and', 'local', 'cuisine', 'from', 'various', 'regions', ',', 'ranging', 'from', 'cured', 'meats', 'and', 'cheeses', 'to', 'the', 'famous', 'Bratwurst', 'sausage', '', 'And', 'despite', 'the', 'name', 'Oktoberfest', ',', 'the', 'majority', 'of', 'it', 'takes', 'place', 'in', 'September', ',', 'with', 'the', 'festival', 'finishing', 'on', 'Oktober', '7', ',', 'as', 'it', 'was', 'decided', 'it', 'should', 'be', 'moved', 'to', 'take', 'advantage', 'of', 'better', 'weather', '', 'avarian', 'state', 'governor', 'Horst', 'Seehofer', 'and', 'his', 'wife', 'Karin', 'Seehofer', 'participate', 'in', 'the', 'Parade', '', 'Young', 'girls', 'in', 'traditional', 'Bavarian', 'attire', 'join', 'the', '', 'Trachten-', 'und', 'Schuetzenzug', '', 'march', 'towards', 'the', 'venue', '', 'For', 'the', 'first', 'time', 'this', 'year', ',', 'every', 'single', 'one', 'of', 'the', 'thirty', 'plus', 'litre', 'steins', 'on', 'offer', 'will', 'cost', 'more', 'than', '10', 'euros', '(', '£', '7.30', ')', 'at', 'the', 'Munich', 'festival', '.', '']","['and', 'his', 'wife', 'Karin']","['participate', 'in', 'the', 'Parade']","['and', 'his', 'wife']",1
"(31, 32)","(38, 39)","However, the PM came under fire for how he handled setting up the probe, including his decision to put Policy Minister Oliver Letwin in charge      Friendly: David Cameron and News International chief executive Rebekah Brooks (pictured together) were once good friends as revealed during the Leveson Inquiry, which revealed how often they texted and emailed   ","['However', ',', 'the', 'PM', 'came', 'under', 'fire', 'for', 'how', 'he', 'handled', 'setting', 'up', 'the', 'probe', ',', 'including', 'his', 'decision', 'to', 'put', '', 'Policy', 'Minister', 'Oliver', 'Letwin', 'in', 'charge', '', 'Friendly', ':', 'David', 'Cameron', 'and', 'News', 'International', 'chief', 'executive', 'Rebekah', 'Brooks', '(', 'pictured', 'together', ')', 'were', 'once', 'good', 'friends', 'as', 'revealed', 'during', 'the', 'Leveson', 'Inquiry', ',', 'which', 'revealed', 'how', 'often', 'they', 'texted', 'and', 'emailed', '']","['and', 'News', 'International', 'chief']","['(', 'pictured', 'together', ')']","['and', 'News', 'International', 'chief', 'executive']",0
"(4, 4)","(19, 20)",Once inside Jourdan and Suki went their separate ways with Jourdan taking a seat next to Paloma Faith and Tinie Tempah      Fancy seeing you here!,"['Once', 'inside', 'Jourdan', 'and', 'Suki', 'went', 'their', 'separate', 'ways', 'with', 'Jourdan', 'taking', 'a', 'seat', 'next', 'to', 'Paloma', 'Faith', 'and', 'Tinie', 'Tempah', '', 'Fancy', 'seeing', 'you', 'here', '!']","['went', 'their', 'separate', 'ways']","['', 'Fancy', 'seeing', 'you']","['went', 'their', 'separate', 'ways', 'with', 'Jourdan', 'taking', 'a', 'seat', 'next', 'to', 'Paloma', 'Faith', 'and']",0
"(9, 9)","(27, 28)","He not only viciously beat his then-partner Rihanna, he actually shows no remorse about it – why would we want him here?’ Labour MP Phil Goff told the Paul Henry Show, according to Stuff   .   ","['He', 'not', 'only', 'viciously', 'beat', 'his', 'then', '-', 'partner', 'Rihanna', ',', 'he', 'actually', 'shows', 'no', 'remorse', 'about', 'it', '–', 'why', 'would', 'we', 'want', 'him', 'here?’', 'Labour', 'MP', 'Phil', 'Goff', 'told', 'the', 'Paul', 'Henry', 'Show', ',', 'according', 'to', 'Stuff', '', '.', '']","[',', 'he', 'actually', 'shows']","['told', 'the', 'Paul', 'Henry']","[',', 'he', 'actually', 'shows', 'no', 'remorse', 'about', 'it', '–', 'why', 'would', 'we', 'want', 'him', 'here?’', 'Labour', 'MP']",0
"(0, 0)","(17, 19)","Abdullah and his friends had spent three years fighting a battle against government forces that had left al-Qadam, which neighbours Yarmouk, ruined.","['Abdullah', 'and', 'his', 'friends', 'had', 'spent', 'three', 'years', 'fighting', 'a', 'battle', 'against', 'government', 'forces', 'that', 'had', 'left', 'al', '-', 'Qadam', ',', 'which', 'neighbours', 'Yarmouk', ',', 'ruined', '.']","['and', 'his', 'friends', 'had']","[',', 'which', 'neighbours', 'Yarmouk']","['and', 'his', 'friends', 'had', 'spent', 'three', 'years', 'fighting', 'a', 'battle', 'against', 'government', 'forces', 'that', 'had', 'left']",0
"(4, 5)","(14, 14)","Photo: Wenn   Kim Kardashian might be all about custom Hermès handbags and Givenchy gowns now, but we all know the reality star wasn’t always dripping in designer labels and—to her credit—she’s been pretty forthcoming about her fashion sense B.K. (before Kanye.)   ","['Photo', ':', 'Wenn', '', 'Kim', 'Kardashian', 'might', 'be', 'all', 'about', 'custom', 'Hermès', 'handbags', 'and', 'Givenchy', 'gowns', 'now', ',', 'but', 'we', 'all', 'know', 'the', 'reality', 'star', 'was', 'n’t', 'always', 'dripping', 'in', 'designer', 'labels', 'and', '—', 'to', 'her', 'credit', '—', 'she', '’s', 'been', 'pretty', 'forthcoming', 'about', 'her', 'fashion', 'sense', 'B.K.', '(', 'before', 'Kanye', '.', ')', '']","['might', 'be', 'all', 'about']","['gowns', 'now', ',', 'but']","['might', 'be', 'all', 'about', 'custom', 'Hermès', 'handbags', 'and']",0
"(1, 2)","(31, 31)","'Katie Lowe, will you marry me' was seen on blackboard in Rovers' Return Viewers invited to suggest a message to appear on screen during show Corrie fan Adam took the chance to propose to his girlfriend Katie","['', 'Katie', 'Lowe', ',', 'will', 'you', 'marry', 'me', '', 'was', 'seen', 'on', 'blackboard', 'in', 'Rovers', '', 'Return', 'Viewers', 'invited', 'to', 'suggest', 'a', 'message', 'to', 'appear', 'on', 'screen', 'during', 'show', 'Corrie', 'fan', 'Adam', 'took', 'the', 'chance', 'to', 'propose', 'to', 'his', 'girlfriend', 'Katie']","[',', 'will', 'you', 'marry']","['took', 'the', 'chance', 'to']","[',', 'will', 'you', 'marry', 'me', '', 'was', 'seen', 'on', 'blackboard', 'in', 'Rovers', '', 'Return', 'Viewers', 'invited', 'to', 'suggest', 'a', 'message', 'to', 'appear', 'on', 'screen', 'during', 'show', 'Corrie', 'fan']",0
"(0, 1)","(20, 21)","Bailey Reyes wrote on Twitter that she had lose the 'love of my life' after her boyfriend, Warren Hills Regional High School quarterback Evan Murray, died late Friday night during a tackle on the field      Murray, a 17-year-old, passed away leaving a game earlier in the evening and being sent to the hospital      Reyes a nursing student at Duquesne University, Pittsburgh, led the flood of tributes to the 'hometown hero'   Reyes has since uploaded a picture of a memorial to the popular student and says he is her 'guardian angel'.   ","['Bailey', 'Reyes', 'wrote', 'on', 'Twitter', 'that', 'she', 'had', 'lose', 'the', '', 'love', 'of', 'my', 'life', '', 'after', 'her', 'boyfriend', ',', 'Warren', 'Hills', 'Regional', 'High', 'School', 'quarterback', 'Evan', 'Murray', ',', 'died', 'late', 'Friday', 'night', 'during', 'a', 'tackle', 'on', 'the', 'field', '', 'Murray', ',', 'a', '17-year', '-', 'old', ',', 'passed', 'away', 'leaving', 'a', 'game', 'earlier', 'in', 'the', 'evening', 'and', 'being', 'sent', 'to', 'the', 'hospital', '', 'Reyes', '', 'a', 'nursing', 'student', 'at', 'Duquesne', 'University', ',', 'Pittsburgh', ',', 'led', 'the', 'flood', 'of', 'tributes', 'to', 'the', '', 'hometown', 'hero', '', '', 'Reyes', 'has', 'since', 'uploaded', 'a', 'picture', 'of', 'a', 'memorial', 'to', 'the', 'popular', 'student', 'and', 'says', 'he', 'is', 'her', '', 'guardian', 'angel', '', '.', '']","['wrote', 'on', 'Twitter', 'that']","['Regional', 'High', 'School', 'quarterback']","['wrote', 'on', 'Twitter', 'that', 'she', 'had', 'lose', 'the', '', 'love', 'of', 'my', 'life', '', 'after', 'her', 'boyfriend', ',']",0
"(35, 35)","(54, 56)","It wasn’t my idea,’ he insisted, ‘two of the receptionists at the surgery told me they had put me forward because I am a bit of a nonconformist and very outdoorsy.’   Ricky has no television in the home near Canterbury that he shares with his wife of ten years, Emma-Jane, 44, a designer, and their three children Molly, 15, Lizzy, ten, and Angus, eight.","['It', 'was', 'n’t', 'my', 'idea,’', 'he', 'insisted', ',', '‘', 'two', 'of', 'the', 'receptionists', 'at', 'the', 'surgery', 'told', 'me', 'they', 'had', 'put', 'me', 'forward', 'because', 'I', 'am', 'a', 'bit', 'of', 'a', 'nonconformist', 'and', 'very', 'outdoorsy.’', '', 'Ricky', 'has', 'no', 'television', 'in', 'the', 'home', 'near', 'Canterbury', 'that', 'he', 'shares', 'with', 'his', 'wife', 'of', 'ten', 'years', ',', 'Emma', '-', 'Jane', ',', '44', ',', 'a', 'designer', ',', 'and', 'their', 'three', 'children', 'Molly', ',', '15', ',', 'Lizzy', ',', 'ten', ',', 'and', 'Angus', ',', 'eight', '.']","['has', 'no', 'television', 'in']","[',', '44', ',', 'a']","['has', 'no', 'television', 'in', 'the', 'home', 'near', 'Canterbury', 'that', 'he', 'shares', 'with', 'his', 'wife', 'of', 'ten', 'years', ',']",1
"(19, 20)","(22, 23)","Callum has hated David since arriving on the street, struggling to watch his rival raise his young son Max Turner (Harry McDermott) with his ex Kylie, but had promised to leave for good if he was given the £20,000 he wanted.   ","['Callum', 'has', 'hated', 'David', 'since', 'arriving', 'on', 'the', 'street', ',', 'struggling', 'to', 'watch', 'his', 'rival', 'raise', 'his', 'young', 'son', 'Max', 'Turner', '(', 'Harry', 'McDermott', ')', 'with', 'his', 'ex', 'Kylie', ',', 'but', 'had', 'promised', 'to', 'leave', 'for', 'good', 'if', 'he', 'was', 'given', 'the', '£', '20,000', 'he', 'wanted', '.', '']","['(', 'Harry', 'McDermott', ')']","[')', 'with', 'his', 'ex']",['('],0
"(2, 2)","(11, 12)","Helmed by Valentine's Day and New Year's Eve director Gary Marshall, the story follows the intersecting stories of a group of mothers on the special day.   ","['Helmed', 'by', 'Valentine', 's', 'Day', 'and', 'New', 'Year', 's', 'Eve', 'director', 'Gary', 'Marshall', ',', 'the', 'story', 'follows', 'the', 'intersecting', 'stories', 'of', 'a', 'group', 'of', 'mothers', 'on', 'the', 'special', 'day', '.', '']","['s', 'Day', 'and', 'New']","[',', 'the', 'story', 'follows']","['s', 'Day', 'and', 'New', 'Year', 's', 'Eve', 'director']",0
"(0, 1)","(3, 4)","Sarah Soetaert conveys Miller’s wife Helen with tou…
","['Sarah', 'Soetaert', 'conveys', 'Miller', '’s', 'wife', 'Helen', 'with', 'tou', '…', '']","['conveys', 'Miller', '’s', 'wife']","['wife', 'Helen', 'with', 'tou']",['conveys'],0
"(2, 2)","(4, 5)","But sisters Jessica and Ashley Hart have joined forces with their good looks, as well as their celebrity, to bring awareness to a very good cause.   ","['But', 'sisters', 'Jessica', 'and', 'Ashley', 'Hart', 'have', 'joined', 'forces', 'with', 'their', 'good', 'looks', ',', 'as', 'well', 'as', 'their', 'celebrity', ',', 'to', 'bring', 'awareness', 'to', 'a', 'very', 'good', 'cause', '.', '']","['and', 'Ashley', 'Hart', 'have']","['have', 'joined', 'forces', 'with']",['and'],0
"(5, 6)","(20, 21)","See the latest news from Kim Kardashian, Kanye West and her family       Crunch time: On Tuesday Kim Kardashian admitted she is having some serious junk food cravings      Finger licking good: The 34-year-old Keeping Up With The Kardashians star then sucked her finger      Naughty: ","['See', 'the', 'latest', 'news', 'from', 'Kim', 'Kardashian', ',', 'Kanye', 'West', 'and', 'her', 'family', '', 'Crunch', 'time', ':', '', 'On', 'Tuesday', 'Kim', 'Kardashian', 'admitted', 'she', 'is', 'having', 'some', 'serious', 'junk', 'food', 'cravings', '', 'Finger', 'licking', 'good', ':', '', 'The', '34-year', '-', 'old', 'Keeping', 'Up', 'With', 'The', 'Kardashians', 'star', 'then', 'sucked', 'her', 'finger', '', 'Naughty', ':', '']","[',', 'Kanye', 'West', 'and']","['admitted', 'she', 'is', 'having']","[',', 'Kanye', 'West', 'and', 'her', 'family', '', 'Crunch', 'time', ':', '', 'On', 'Tuesday']",0
